image_id,image_filename,file_path,true_label,generator_model,art_style,source_folder
fake_0390,1_164774.png,images/fake/midjourney/1_164774.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0391,1_163606.png,images/fake/midjourney/1_163606.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0392,1_161041.png,images/fake/midjourney/1_161041.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0393,1_169204.png,images/fake/midjourney/1_169204.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0394,1_165204.png,images/fake/midjourney/1_165204.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0395,1_162216.png,images/fake/midjourney/1_162216.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0396,1_158133.png,images/fake/midjourney/1_158133.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0397,1_164807.png,images/fake/midjourney/1_164807.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0398,1_158512.png,images/fake/midjourney/1_158512.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0399,1_167649.png,images/fake/midjourney/1_167649.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0400,1_166220.png,images/fake/midjourney/1_166220.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0401,1_161285.png,images/fake/midjourney/1_161285.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0402,1_160052.png,images/fake/midjourney/1_160052.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0403,1_160719.png,images/fake/midjourney/1_160719.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0404,1_168868.png,images/fake/midjourney/1_168868.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0405,1_166489.png,images/fake/midjourney/1_166489.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0406,1_168318.png,images/fake/midjourney/1_168318.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0407,1_165593.png,images/fake/midjourney/1_165593.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0408,1_165288.png,images/fake/midjourney/1_165288.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0409,1_164808.png,images/fake/midjourney/1_164808.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0410,1_169155.png,images/fake/midjourney/1_169155.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0411,1_162605.png,images/fake/midjourney/1_162605.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0412,1_167379.png,images/fake/midjourney/1_167379.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0413,1_160024.png,images/fake/midjourney/1_160024.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0414,1_162952.png,images/fake/midjourney/1_162952.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0415,1_169581.png,images/fake/midjourney/1_169581.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0416,1_159649.png,images/fake/midjourney/1_159649.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0417,1_171429.png,images/fake/starryai/1_171429.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0418,1_174579.png,images/fake/starryai/1_174579.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0419,1_175235.png,images/fake/starryai/1_175235.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0420,1_174005.png,images/fake/starryai/1_174005.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0421,1_182305.png,images/fake/starryai/1_182305.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0422,1_175463.png,images/fake/starryai/1_175463.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0423,1_177186.png,images/fake/starryai/1_177186.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0424,1_177849.png,images/fake/starryai/1_177849.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0425,1_180957.png,images/fake/starryai/1_180957.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0426,1_179027.png,images/fake/starryai/1_179027.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0427,1_178329.png,images/fake/starryai/1_178329.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0428,1_170480.png,images/fake/starryai/1_170480.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0429,1_175948.png,images/fake/starryai/1_175948.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0430,1_178143.png,images/fake/starryai/1_178143.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0431,1_172989.png,images/fake/starryai/1_172989.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0432,1_175838.png,images/fake/starryai/1_175838.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0433,1_173485.png,images/fake/starryai/1_173485.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0434,1_178631.png,images/fake/starryai/1_178631.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0435,1_174242.png,images/fake/starryai/1_174242.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0436,1_178394.png,images/fake/starryai/1_178394.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0437,1_174591.png,images/fake/starryai/1_174591.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0438,1_177617.png,images/fake/starryai/1_177617.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0439,1_181498.png,images/fake/starryai/1_181498.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0440,1_174536.png,images/fake/starryai/1_174536.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0441,1_176956.png,images/fake/starryai/1_176956.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0442,1_170176.png,images/fake/starryai/1_170176.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0443,1_176314.png,images/fake/starryai/1_176314.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0444,1_173140.png,images/fake/starryai/1_173140.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0445,1_171412.png,images/fake/starryai/1_171412.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0446,1_173964.png,images/fake/starryai/1_173964.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0447,1_181807.png,images/fake/starryai/1_181807.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0448,1_179476.png,images/fake/starryai/1_179476.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0449,1_175854.png,images/fake/starryai/1_175854.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0450,1_176946.png,images/fake/starryai/1_176946.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0451,1_182431.png,images/fake/starryai/1_182431.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0452,1_173947.png,images/fake/starryai/1_173947.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0453,1_181324.png,images/fake/starryai/1_181324.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0454,1_175650.png,images/fake/starryai/1_175650.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0455,1_180592.png,images/fake/starryai/1_180592.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0456,1_181672.png,images/fake/starryai/1_181672.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0457,1_175891.png,images/fake/starryai/1_175891.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0458,1_175192.png,images/fake/starryai/1_175192.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0459,1_170292.png,images/fake/starryai/1_170292.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0460,1_171534.png,images/fake/starryai/1_171534.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0461,1_174830.png,images/fake/starryai/1_174830.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0462,1_173640.png,images/fake/starryai/1_173640.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0463,1_179443.png,images/fake/starryai/1_179443.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0464,1_181344.png,images/fake/starryai/1_181344.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0465,1_173996.png,images/fake/starryai/1_173996.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0466,1_175026.png,images/fake/starryai/1_175026.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0467,1_180888.png,images/fake/starryai/1_180888.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0468,1_177378.png,images/fake/starryai/1_177378.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0469,1_178864.png,images/fake/starryai/1_178864.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0470,1_175603.png,images/fake/starryai/1_175603.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0471,1_176918.png,images/fake/starryai/1_176918.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0472,1_176548.png,images/fake/starryai/1_176548.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0473,1_178450.png,images/fake/starryai/1_178450.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0474,1_179789.png,images/fake/starryai/1_179789.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0475,1_182231.png,images/fake/starryai/1_182231.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0476,1_176867.png,images/fake/starryai/1_176867.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0477,1_178237.png,images/fake/starryai/1_178237.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0478,1_178582.png,images/fake/starryai/1_178582.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0479,1_181525.png,images/fake/starryai/1_181525.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0480,1_175284.png,images/fake/starryai/1_175284.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0481,1_174448.png,images/fake/starryai/1_174448.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0482,1_175033.png,images/fake/starryai/1_175033.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0483,1_174128.png,images/fake/starryai/1_174128.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0484,1_173787.png,images/fake/starryai/1_173787.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0485,1_171986.png,images/fake/starryai/1_171986.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0486,1_181827.png,images/fake/starryai/1_181827.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0487,1_173165.png,images/fake/starryai/1_173165.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0488,1_175179.png,images/fake/starryai/1_175179.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0489,1_171968.png,images/fake/starryai/1_171968.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0490,1_182181.png,images/fake/starryai/1_182181.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0491,1_176629.png,images/fake/starryai/1_176629.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0492,1_182497.png,images/fake/starryai/1_182497.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0493,1_181317.png,images/fake/starryai/1_181317.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0494,1_173043.png,images/fake/starryai/1_173043.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0495,1_173148.png,images/fake/starryai/1_173148.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0496,1_173555.png,images/fake/starryai/1_173555.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0497,1_182111.png,images/fake/starryai/1_182111.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0498,1_175783.png,images/fake/starryai/1_175783.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0499,1_174540.png,images/fake/starryai/1_174540.png,fake,starryai,StarryAI_art,data\raw\art_dataset\fake\latent_diffusion\starryai
fake_0500,1_181881.png,images/fake/starryai/1_181881.png,fake,starryai,StarryAI_pixiv,data\raw\art_dataset\fake\latent_diffusion\starryai
